index	cname	code	exp	memo	unit
2139	批发业流动资产合计	A0I0402	资产满足以下条件之一应归为流动资产：（1）预计在一个正常营业周期中变现、出售或耗用，主要包括存货、应收账款等；（2）主要为交易目的而持有；（3）预计在资产负债表日起一年内（含一年）变现；（4）自资产负债日起一年内，交换其他资产或清偿负债的能力不受限制的现金或现金等价物。包括货币资金、应收票据、应收账款、存货等项目。		亿元
2140	批发业固定资产合计	A0I0403	固定资产合计指企业为生产商品、提供劳务、出租或经营管理而持有的，使用寿命超过一个会计年度的有形资产。包括使用期限超过一年的房屋、建筑物、机器、机械、运输工具以及其他与生产、经营有关的设备、器具、工具等。固定资产合计是时点指标，表示固定资产经过扣减折旧、减值准备等后的期末余额。	批发业企业固定资产2008年及以前为固定资产原价。	亿元
2141	批发业负债合计	A0I0404	负债合计指企业过去的交易或者事项形成的，预期会导致经济利益流出企业的现时义务。负债一般按偿还期长短分为流动负债和非流动负债。		亿元
2142	批发业所有者权益合计	A0I0405	所有者权益合计指企业资产扣除负债后由所有者享有的剩余权益。公司的所有者权益又称股东权益。包括实收资本、资本公积、盈余公积、未分配利润等。		亿元
2143	批发业主营业务收入	A0I0501	主营业务收入指企业确认的销售商品、提供劳务等主营业务的收入。	2003年及以前批发业企业主营业务收入为商品销售收入净额。	亿元
2144	批发业主营业务成本	A0I0502	主营业务成本指企业经营主要业务所发生的成本总额。	2003年及以前批发业企业主营业务成本为商品销售成本。	亿元
2145	批发业主营业务税金及附加	A0I0503	主营业务税金及附加指企业经营主要业务应负担的营业税、消费税、城市维护建设税、教育费附加等。	2003年及以前批发业企业主营业务税金及附加为商品销售税金及附加。	亿元
2146	批发业主营业务利润	A0I0504		2003年及以前批发业企业主营业务利润为商品销售利润。	亿元
2147	零售业法人企业单位数	A0I0601		2007年的统计范围为限额以上法人企业、产业活动单位，2008年及以后为限额以上法人企业。	个
2148	零售业年末从业人数	A0I0602		2007年的统计限额划分指标为“年商品销售额”、“年末从业人员”，2008年及以后为“年主营业务收入”。	人
2149	零售业商品购进总额	A0I0603	商品购进额指从本企业以外的单位和个人购进（包括从国外直接进口）作为转卖或加工后转卖的商品金额（含增值税）。商品购进包括：（1）从工农业生产者、批发和零售业企业、住宿和餐饮业企业、出版社或报社的出版发行部门和其他服务业企业购进的商品；（2）从机关团体、事业单位购进的商品；（3）从海关、市场管理部门购进的缉私和没收的商品；（4）从居民收购的废旧商品等。不包括：（1）企业为本单位自身经营用，不是作为转卖而购进的商品，如材料物资、包装物、低值易耗品、办公用品等；（2）未通过买卖行为而收入的商品，如接受其他部门移交的商品、借入的商品、收入代其他单位保管的商品、其他单位赠送的样品、加工回收的成品等；（3）经本单位介绍，由买卖双方直接结算，本单位只收取手续费的业务；（4）销售退回和买方拒付货款的商品；（5）商品溢余。		亿元
2150	零售业进口额	A0I0604	进口指直接从国外进口或委托外贸企业代理进口的商品金额，不包括从国内有关单位购进的进口商品。对外贸易企业只统计自主经营进口的商品，不统计受托代理进口的商品。		亿元
2151	零售业商品销售总额	A0I0605	商品销售额指对本单位以外的单位和个人出售的商品金额（包括售给本单位消费用的商品，含增值税）。商品销售包括（1）售给城乡居民和社会集团消费用的商品；（2）售给农业、工业、建筑业、服务业等国民经济各行业用于生产、经营用的商品，包括售予批发和零售业作为转卖或加工后转卖的商品；（3）对国（境）外直接出口的商品。不包括：（1）未通过买卖行为付出的商品，如随机构变动移交给其他企业单位的商品、借出的商品、归还受其他单位委托代保管的商品、付出的加工原料和赠送给其他单位的样品等；（2）经本单位介绍，由买卖双方直接结算，本单位只收取手续费的业务；（3）购货退回的商品；（4）商品损耗和损失；（5）出售本单位自用的废旧物资。	2007年的统计限额划分指标为“年商品销售额”、“年末从业人员”，2008年及以后为“年主营业务收入”。	亿元
2152	零售业出口额	A0I0606	出口指直接向国（境）外出口商品和委托外贸企业代理出口的商品金额，商品出口不包括售给外贸企业出口或加工后出口的商品，以及在国内市场以外币销售的商品。外贸企业只统计自主经营出口的商品，不包括受托代理出口的商品。		亿元
2153	零售业商品库存总额	A0I0607	商品库存额对于批发和零售业法人单位和个体经营户，是指报告期末取得所有权的全部商品金额（含增值税）；对于批发和零售业产业活动单位，是指报告期末实际在库且归属法人具有所有权的全部商品金额（含增值税）。库存商品包括：(1)存放在本单位(如门市部、批发站、采购站、经营处)的仓库、货场、货柜和货架中的商品；(2)挑选、整理、包装中的商品；(3)已记入购进而尚未运到本单位的商品，即发货单或银行承兑凭证已到而货未到的商品；(4)寄放他处的商品，如因购货方拒绝付款而暂时存在购货方的商品；(5)委托其他单位代销(未作销售或调出)尚未售出的商品；(6)代其他单位购进尚未交付的商品。不包括：所有权不属于本单位的商品；委托外单位加工的商品；外贸企业代理其他单位从国外进口，尚未付给订货单位的商品；代国家储备部门保管的商品。		亿元
2154	零售业资产总计	A0I0701	资产总计指企业过去的交易或者事项形成的、由企业拥有或者控制的、预期会给企业带来经济利益的资源。资产一般按流动性（资产的变现或耗用时间长短）分为流动资产和非流动资产。其中流动资产可分为货币资金、交易性金融资产、应收票据、应收账款、预付款项、其他应收款、存货等；非流动资产可分为长期股权投资、固定资产、无形资产及其他非流动资产等。		亿元
2155	零售业流动资产合计	A0I0702	资产满足以下条件之一应归为流动资产：（1）预计在一个正常营业周期中变现、出售或耗用，主要包括存货、应收账款等；（2）主要为交易目的而持有；（3）预计在资产负债表日起一年内（含一年）变现；（4）自资产负债日起一年内，交换其他资产或清偿负债的能力不受限制的现金或现金等价物。包括货币资金、应收票据、应收账款、存货等项目。		亿元
2156	零售业固定资产合计	A0I0703	固定资产合计指企业为生产商品、提供劳务、出租或经营管理而持有的，使用寿命超过一个会计年度的有形资产。包括使用期限超过一年的房屋、建筑物、机器、机械、运输工具以及其他与生产、经营有关的设备、器具、工具等。固定资产合计是时点指标，表示固定资产经过扣减折旧、减值准备等后的期末余额。	零售业企业固定资产2008年及以前为固定资产原价。	亿元
2157	零售业负债合计	A0I0704	负债合计指企业过去的交易或者事项形成的，预期会导致经济利益流出企业的现时义务。负债一般按偿还期长短分为流动负债和非流动负债。		亿元
2158	零售业所有者权益合计	A0I0705	所有者权益合计指企业资产扣除负债后由所有者享有的剩余权益。公司的所有者权益又称股东权益。包括实收资本、资本公积、盈余公积、未分配利润等。		亿元
2159	零售业企业主营业企业务收入	A0I0801	主营业务收入指企业确认的销售商品、提供劳务等主营业务的收入。	2003年及以前零售业企业主营业企业务收入为商品销售收入净额。	亿元
2160	零售业企业主营业企业务成本	A0I0802	主营业务成本指企业经营主要业务所发生的成本总额。	2003年及以前零售业企业主营业企业务成本为商品销售成本。	亿元
2161	零售业企业主营业企业务税金及附加	A0I0803	主营业务税金及附加指企业经营主要业务应负担的营业税、消费税、城市维护建设税、教育费附加等。	2003年及以前零售业企业主营业企业务税金及附加为商品销售税金及附加。	亿元
